Friction_Angle,Cohesion,Slope_Angle,Rainfall_Intensity,Rainfall_Duration,Permeability,FOS
15,10,75,60,0,0.0001,0.786
15,10,75,60,1,0.0001,0.732
15,10,75,60,2,0.0001,0.728
15,10,75,60,3,0.0001,0.759
15,10,75,60,4,0.0001,0.753
15,10,75,60,8,0.0001,0.726
15,10,75,60,12,0.0001,0.711
15,10,75,60,16,0.0001,0.672
15,10,75,60,20,0.0001,0.668
15,10,75,60,24,0.0001,0.702
15,15,75,10,0,0.0001,0.993
15,15,75,10,1,0.0001,0.991
15,15,75,10,2,0.0001,0.99
15,15,75,10,3,0.0001,0.989
15,15,75,10,4,0.0001,0.988
15,15,75,10,8,0.0001,0.985
15,15,75,10,12,0.0001,0.982
15,15,75,10,16,0.0001,0.978
15,15,75,10,20,0.0001,0.976
15,15,75,10,24,0.0001,0.973
15,15,75,30,0,0.0001,0.993
15,15,75,30,1,0.0001,0.989
15,15,75,30,2,0.0001,0.939
15,15,75,30,3,0.0001,0.984
15,15,75,30,4,0.0001,0.982
15,15,75,30,8,0.0001,0.973
15,15,75,30,12,0.0001,0.965
15,15,75,30,16,0.0001,0.957
15,15,75,30,20,0.0001,0.95
15,15,75,30,24,0.0001,0.945
15,15,75,60,0,0.0001,0.993
15,15,75,60,1,0.0001,0.938
15,15,75,60,2,0.0001,0.982
15,15,75,60,3,0.0001,0.976
15,15,75,60,4,0.0001,0.971
15,15,75,60,8,0.0001,0.955
15,15,75,60,12,0.0001,0.94
15,15,75,60,16,0.0001,0.929
15,15,75,60,20,0.0001,0.925
15,15,75,60,24,0.0001,0.923
15,20,75,10,0,0.0001,1.189
15,20,75,10,1,0.0001,1.187
15,20,75,10,2,0.0001,1.186
15,20,75,10,3,0.0001,1.187
15,20,75,10,4,0.0001,1.184
15,20,75,10,8,0.0001,1.181
15,20,75,10,12,0.0001,1.178
15,20,75,10,16,0.0001,1.175
15,20,75,10,20,0.0001,1.174
15,20,75,10,24,0.0001,1.171
15,20,75,30,0,0.0001,1.189
15,20,75,30,1,0.0001,1.187
15,20,75,30,2,0.0001,1.182
15,20,75,30,3,0.0001,1.181
15,20,75,30,4,0.0001,1.178
15,20,75,30,8,0.0001,1.172
15,20,75,30,12,0.0001,1.162
15,20,75,30,16,0.0001,1.155
15,20,75,30,20,0.0001,1.148
15,20,75,30,24,0.0001,1.143
15,20,75,60,0,0.0001,1.189
15,20,75,60,1,0.0001,1.182
15,20,75,60,2,0.0001,1.178
15,20,75,60,3,0.0001,1.173
15,20,75,60,4,0.0001,1.168
15,20,75,60,8,0.0001,1.153
15,20,75,60,12,0.0001,1.138
15,20,75,60,16,0.0001,1.127
15,20,75,60,20,0.0001,1.123
15,20,75,60,24,0.0001,1.121
20,0,75,10,0,0.0001,0.399
20,0,75,10,1,0.0001,0.434
20,0,75,10,2,0.0001,0.394
20,0,75,10,3,0.0001,0.389
20,0,75,10,4,0.0001,0.387
20,0,75,10,8,0.0001,0.374
20,0,75,10,12,0.0001,0.353
20,0,75,10,16,0.0001,0.324
20,0,75,10,20,0.0001,0.286
20,0,75,10,24,0.0001,0.273
20,0,75,30,0,0.0001,0.399
20,0,75,30,1,0.0001,0.389
20,0,75,30,2,0.0001,0.38
20,0,75,30,3,0.0001,0.364
20,0,75,30,4,0.0001,0.351
20,0,75,30,8,0.0001,0.25
20,0,75,30,12,0.0001,0.234
20,0,75,30,16,0.0001,0.236
20,0,75,30,20,0.0001,0.238
20,0,75,30,24,0.0001,0.239
20,0,75,60,0,0.0001,0.399
20,0,75,60,1,0.0001,0.379
20,0,75,60,2,0.0001,0.35
20,0,75,60,3,0.0001,0.266
20,0,75,60,4,0.0001,0.218
20,0,75,60,8,0.0001,0.185
20,0,75,60,12,0.0001,0.192
20,0,75,60,16,0.0001,0.214
20,0,75,60,20,0.0001,0.214
20,0,75,60,24,0.0001,0.214
20,5,75,10,0,0.0001,0.676
20,5,75,10,1,0.0001,0.671
20,5,75,10,2,0.0001,0.669
20,5,75,10,3,0.0001,0.667
20,5,75,10,4,0.0001,0.665
20,5,75,10,8,0.0001,0.66
20,5,75,10,12,0.0001,0.653
20,5,75,10,16,0.0001,0.645
20,5,75,10,20,0.0001,0.639
20,5,75,10,24,0.0001,0.634
20,5,75,30,0,0.0001,0.676
20,5,75,30,1,0.0001,0.666
20,5,75,30,2,0.0001,0.662
20,5,75,30,3,0.0001,0.659
20,5,75,30,4,0.0001,0.654
20,5,75,30,8,0.0001,0.634
20,5,75,30,12,0.0001,0.617
20,5,75,30,16,0.0001,0.599
20,5,75,30,20,0.0001,0.589
20,5,75,30,24,0.0001,0.586
20,5,75,60,0,0.0001,0.676
20,5,75,60,1,0.0001,0.662
20,5,75,60,2,0.0001,0.653
20,5,75,60,3,0.0001,0.641
20,5,75,60,4,0.0001,0.633
20,5,75,60,8,0.0001,0.597
20,5,75,60,12,0.0001,0.578
20,5,75,60,16,0.0001,0.571
20,5,75,60,20,0.0001,0.568
20,5,75,60,24,0.0001,0.566
20,10,75,10,0,0.0001,0.903
20,10,75,10,1,0.0001,0.898
20,10,75,10,2,0.0001,0.895
20,10,75,10,3,0.0001,0.893
20,10,75,10,4,0.0001,0.889
20,10,75,10,8,0.0001,0.888
20,10,75,10,12,0.0001,0.879
20,10,75,10,16,0.0001,0.871
20,10,75,10,20,0.0001,0.865
20,10,75,10,24,0.0001,0.86
20,10,75,30,0,0.0001,0.903
20,10,75,30,1,0.0001,0.893
20,10,75,30,2,0.0001,0.888
20,10,75,30,3,0.0001,0.844
20,10,75,30,4,0.0001,0.88
20,10,75,30,8,0.0001,0.86
20,10,75,30,12,0.0001,0.843
20,10,75,30,16,0.0001,0.825
20,10,75,30,20,0.0001,0.791
20,10,75,30,24,0.0001,0.811
20,10,75,60,0,0.0001,0.903
20,10,75,60,1,0.0001,0.888
20,10,75,60,2,0.0001,0.879
20,10,75,60,3,0.0001,0.867
20,10,75,60,4,0.0001,0.858
20,10,75,60,8,0.0001,0.823
20,10,75,60,12,0.0001,0.803
20,10,75,60,16,0.0001,0.796
20,10,75,60,20,0.0001,0.793
20,10,75,60,24,0.0001,0.791
20,15,75,10,0,0.0001,1.133
20,15,75,10,1,0.0001,1.131
20,15,75,10,2,0.0001,1.129
20,15,75,10,3,0.0001,1.128
20,15,75,10,4,0.0001,1.054
20,15,75,10,8,0.0001,1.123
20,15,75,10,12,0.0001,1.118
20,15,75,10,16,0.0001,1.114
20,15,75,10,20,0.0001,1.11
20,15,75,10,24,0.0001,1.107
20,15,75,30,0,0.0001,1.133
20,15,75,30,1,0.0001,1.127
20,15,75,30,2,0.0001,1.052
20,15,75,30,3,0.0001,1.122
20,15,75,30,4,0.0001,1.119
20,15,75,30,8,0.0001,1.107
20,15,75,30,12,0.0001,1.097
20,15,75,30,16,0.0001,1.086
20,15,75,30,20,0.0001,1.077
20,15,75,30,24,0.0001,1.07
20,15,75,60,0,0.0001,1.133
20,15,75,60,1,0.0001,1.124
20,15,75,60,2,0.0001,1.118
20,15,75,60,3,0.0001,1.111
20,15,75,60,4,0.0001,1.105
20,15,75,60,8,0.0001,1.083
20,15,75,60,12,0.0001,1.029
20,15,75,60,16,0.0001,1.022
20,15,75,60,20,0.0001,1.043
20,15,75,60,24,0.0001,1.018
20,20,75,10,0,0.0001,1.332
20,20,75,10,1,0.0001,1.329
20,20,75,10,2,0.0001,1.327
20,20,75,10,3,0.0001,1.325
20,20,75,10,4,0.0001,1.324
20,20,75,10,8,0.0001,1.321
20,20,75,10,12,0.0001,1.316
20,20,75,10,16,0.0001,1.312
20,20,75,10,20,0.0001,1.308
20,20,75,10,24,0.0001,1.306
20,20,75,30,0,0.0001,1.332
20,20,75,30,1,0.0001,1.325
20,20,75,30,2,0.0001,1.322
20,20,75,30,3,0.0001,1.32
20,20,75,30,4,0.0001,1.317
20,20,75,30,8,0.0001,1.305
20,20,75,30,12,0.0001,1.295
20,20,75,30,16,0.0001,1.284
20,20,75,30,20,0.0001,1.274
20,20,75,30,24,0.0001,1.267
20,20,75,60,0,0.0001,1.332
20,20,75,60,1,0.0001,1.322
20,20,75,60,2,0.0001,1.316
20,20,75,60,3,0.0001,1.308
20,20,75,60,4,0.0001,1.303
20,20,75,60,8,0.0001,1.281
20,20,75,60,12,0.0001,1.261
20,20,75,60,16,0.0001,1.246
20,20,75,60,20,0.0001,1.241
20,20,75,60,24,0.0001,1.238
25,0,75,10,0,0.0001,0.508
25,0,75,10,1,0.0001,0.498
25,0,75,10,2,0.0001,0.54
25,0,75,10,3,0.0001,0.496
25,0,75,10,4,0.0001,0.503
25,0,75,10,8,0.0001,0.477
25,0,75,10,12,0.0001,0.449
25,0,75,10,16,0.0001,0.413
25,0,75,10,20,0.0001,0.364
25,0,75,10,24,0.0001,0.348
25,0,75,30,0,0.0001,0.508
25,0,75,30,1,0.0001,0.495
25,0,75,30,2,0.0001,0.483
25,0,75,30,3,0.0001,0.473
25,0,75,30,4,0.0001,0.455
25,0,75,30,8,0.0001,0.318
25,0,75,30,12,0.0001,0.298
25,0,75,30,16,0.0001,0.3
25,0,75,30,20,0.0001,0.302
25,0,75,30,24,0.0001,0.303
25,0,75,60,0,0.0001,0.508
25,0,75,60,1,0.0001,0.482
25,0,75,60,2,0.0001,0.453
25,0,75,60,3,0.0001,0.337
25,0,75,60,4,0.0001,0.276
25,0,75,60,8,0.0001,0.248
25,0,75,60,12,0.0001,0.272
25,0,75,60,16,0.0001,0.272
25,0,75,60,20,0.0001,0.272
25,0,75,60,24,0.0001,0.272
25,5,75,10,0,0.0001,0.8
25,5,75,10,1,0.0001,0.795
25,5,75,10,2,0.0001,0.791
25,5,75,10,3,0.0001,0.788
25,5,75,10,4,0.0001,0.787
25,5,75,10,8,0.0001,0.78
25,5,75,10,12,0.0001,0.771
25,5,75,10,16,0.0001,0.762
25,5,75,10,20,0.0001,0.755
25,5,75,10,24,0.0001,0.748
25,5,75,30,0,0.0001,0.8
25,5,75,30,1,0.0001,0.788
25,5,75,30,2,0.0001,0.783
25,5,75,30,3,0.0001,0.778
25,5,75,30,4,0.0001,0.772
25,5,75,30,8,0.0001,0.731
25,5,75,30,12,0.0001,0.694
25,5,75,30,16,0.0001,0.688
25,5,75,30,20,0.0001,0.688
25,5,75,30,24,0.0001,0.688
25,5,75,60,0,0.0001,0.8
25,5,75,60,1,0.0001,0.782
25,5,75,60,2,0.0001,0.771
25,5,75,60,3,0.0001,0.757
25,5,75,60,4,0.0001,0.746
25,5,75,60,8,0.0001,0.654
25,5,75,60,12,0.0001,0.677
25,5,75,60,16,0.0001,0.666
25,5,75,60,20,0.0001,0.664
25,5,75,60,24,0.0001,0.662
25,10,75,10,0,0.0001,1.026
25,10,75,10,1,0.0001,1.021
25,10,75,10,2,0.0001,1.017
25,10,75,10,3,0.0001,1.014
25,10,75,10,4,0.0001,1.012
25,10,75,10,8,0.0001,1.006
25,10,75,10,12,0.0001,0.997
25,10,75,10,16,0.0001,0.987
25,10,75,10,20,0.0001,0.98
25,10,75,10,24,0.0001,0.973
25,10,75,30,0,0.0001,1.026
25,10,75,30,1,0.0001,1.014
25,10,75,30,2,0.0001,1.009
25,10,75,30,3,0.0001,1.004
25,10,75,30,4,0.0001,0.998
25,10,75,30,8,0.0001,0.973
25,10,75,30,12,0.0001,0.951
25,10,75,30,16,0.0001,0.928
25,10,75,30,20,0.0001,0.915
25,10,75,30,24,0.0001,0.912
25,10,75,60,0,0.0001,1.026
25,10,75,60,1,0.0001,1.008
25,10,75,60,2,0.0001,0.997
25,10,75,60,3,0.0001,0.983
25,10,75,60,4,0.0001,0.971
25,10,75,60,8,0.0001,0.926
25,10,75,60,12,0.0001,0.901
25,10,75,60,16,0.0001,0.893
25,10,75,60,20,0.0001,0.889
25,10,75,60,24,0.0001,0.887
25,15,75,10,0,0.0001,1.253
25,15,75,10,1,0.0001,1.248
25,15,75,10,2,0.0001,1.244
25,15,75,10,3,0.0001,1.241
25,15,75,10,4,0.0001,1.239
25,15,75,10,8,0.0001,1.17
25,15,75,10,12,0.0001,1.223
25,15,75,10,16,0.0001,1.213
25,15,75,10,20,0.0001,1.206
25,15,75,10,24,0.0001,1.199
25,15,75,30,0,0.0001,1.253
25,15,75,30,1,0.0001,1.241
25,15,75,30,2,0.0001,1.235
25,15,75,30,3,0.0001,1.169
25,15,75,30,4,0.0001,1.224
25,15,75,30,8,0.0001,1.25
25,15,75,30,12,0.0001,1.177
25,15,75,30,16,0.0001,1.154
25,15,75,30,20,0.0001,1.14
25,15,75,30,24,0.0001,1.137
25,15,75,60,0,0.0001,1.253
25,15,75,60,1,0.0001,1.234
25,15,75,60,2,0.0001,1.223
25,15,75,60,3,0.0001,1.209
25,15,75,60,4,0.0001,1.197
25,15,75,60,8,0.0001,1.152
25,15,75,60,12,0.0001,1.126
25,15,75,60,16,0.0001,1.118
25,15,75,60,20,0.0001,1.115
25,15,75,60,24,0.0001,1.112
25,20,75,10,0,0.0001,1.482
25,20,75,10,1,0.0001,1.478
25,20,75,10,2,0.0001,1.475
25,20,75,10,3,0.0001,1.474
25,20,75,10,4,0.0001,1.472
25,20,75,10,8,0.0001,1.467
25,20,75,10,12,0.0001,1.462
25,20,75,10,16,0.0001,1.456
25,20,75,10,20,0.0001,1.452
25,20,75,10,24,0.0001,1.448
25,20,75,30,0,0.0001,1.482
25,20,75,30,1,0.0001,1.473
25,20,75,30,2,0.0001,1.469
25,20,75,30,3,0.0001,1.466
25,20,75,30,4,0.0001,1.463
25,20,75,30,8,0.0001,1.448
25,20,75,30,12,0.0001,1.435
25,20,75,30,16,0.0001,1.421
25,20,75,30,20,0.0001,1.409
25,20,75,30,24,0.0001,1.401
25,20,75,60,0,0.0001,1.482
25,20,75,60,1,0.0001,1.469
25,20,75,60,2,0.0001,1.462
25,20,75,60,3,0.0001,1.452
25,20,75,60,4,0.0001,1.445
25,20,75,60,8,0.0001,1.418
25,20,75,60,12,0.0001,1.392
25,20,75,60,16,0.0001,1.374
25,20,75,60,20,0.0001,1.367
25,20,75,60,24,0.0001,1.364
30,0,75,10,0,0.0001,0.622
30,0,75,10,1,0.0001,0.61
30,0,75,10,2,0.0001,0.677
30,0,75,10,3,0.0001,0.65
30,0,75,10,4,0.0001,0.603
30,0,75,10,8,0.0001,0.585
30,0,75,10,12,0.0001,0.551
30,0,75,10,16,0.0001,0.506
30,0,75,10,20,0.0001,0.447
30,0,75,10,24,0.0001,0.426
30,0,75,30,0,0.0001,0.622
30,0,75,30,1,0.0001,0.649
30,0,75,30,2,0.0001,0.593
30,0,75,30,3,0.0001,0.58
30,0,75,30,4,0.0001,0.558
30,0,75,30,8,0.0001,0.389
30,0,75,30,12,0.0001,0.365
30,0,75,30,16,0.0001,0.368
30,0,75,30,20,0.0001,0.372
30,0,75,30,24,0.0001,0.372
30,0,75,60,0,0.0001,0.622
30,0,75,60,1,0.0001,0.591
30,0,75,60,2,0.0001,0.554
30,0,75,60,3,0.0001,0.413
30,0,75,60,4,0.0001,0.337
30,0,75,60,8,0.0001,0.323
30,0,75,60,12,0.0001,0.396
30,0,75,60,16,0.0001,0.333
30,0,75,60,20,0.0001,0.398
30,0,75,60,24,0.0001,0.396
30,5,75,10,0,0.0001,0.933
30,5,75,10,1,0.0001,0.927
30,5,75,10,2,0.0001,0.922
30,5,75,10,3,0.0001,0.919
30,5,75,10,4,0.0001,0.916
30,5,75,10,8,0.0001,0.909
30,5,75,10,12,0.0001,0.898
30,5,75,10,16,0.0001,0.887
30,5,75,10,20,0.0001,0.819
30,5,75,10,24,0.0001,0.817
30,5,75,30,0,0.0001,0.933
30,5,75,30,1,0.0001,0.919
30,5,75,30,2,0.0001,0.912
30,5,75,30,3,0.0001,0.907
30,5,75,30,4,0.0001,0.9
30,5,75,30,8,0.0001,0.797
30,5,75,30,12,0.0001,0.773
30,5,75,30,16,0.0001,0.765
30,5,75,30,20,0.0001,0.765
30,5,75,30,24,0.0001,0.765
30,5,75,60,0,0.0001,0.933
30,5,75,60,1,0.0001,0.911
30,5,75,60,2,0.0001,0.898
30,5,75,60,3,0.0001,0.881
30,5,75,60,4,0.0001,0.814
30,5,75,60,8,0.0001,0.747
30,5,75,60,12,0.0001,0.746
30,5,75,60,16,0.0001,0.74
30,5,75,60,20,0.0001,0.735
30,5,75,60,24,0.0001,0.731
30,10,75,10,0,0.0001,1.159
30,10,75,10,1,0.0001,1.152
30,10,75,10,2,0.0001,1.148
30,10,75,10,3,0.0001,1.145
30,10,75,10,4,0.0001,1.142
30,10,75,10,8,0.0001,1.134
30,10,75,10,12,0.0001,1.123
30,10,75,10,16,0.0001,1.112
30,10,75,10,20,0.0001,1.103
30,10,75,10,24,0.0001,1.095
30,10,75,30,0,0.0001,1.159
30,10,75,30,1,0.0001,1.144
30,10,75,30,2,0.0001,1.138
30,10,75,30,3,0.0001,1.132
30,10,75,30,4,0.0001,1.125
30,10,75,30,8,0.0001,1.095
30,10,75,30,12,0.0001,1.068
30,10,75,30,16,0.0001,1.041
30,10,75,30,20,0.0001,1.025
30,10,75,30,24,0.0001,1.021
30,10,75,60,0,0.0001,1.159
30,10,75,60,1,0.0001,1.137
30,10,75,60,2,0.0001,1.123
30,10,75,60,3,0.0001,1.106
30,10,75,60,4,0.0001,1.092
30,10,75,60,8,0.0001,1.038
30,10,75,60,12,0.0001,1.008
30,10,75,60,16,0.0001,0.997
30,10,75,60,20,0.0001,0.993
30,10,75,60,24,0.0001,0.99
30,15,75,10,0,0.0001,1.386
30,15,75,10,1,0.0001,1.378
30,15,75,10,2,0.0001,1.374
30,15,75,10,3,0.0001,1.371
30,15,75,10,4,0.0001,1.368
30,15,75,10,8,0.0001,1.36
30,15,75,10,12,0.0001,1.349
30,15,75,10,16,0.0001,1.337
30,15,75,10,20,0.0001,1.329
30,15,75,10,24,0.0001,1.32
30,15,75,30,0,0.0001,1.386
30,15,75,30,1,0.0001,1.37
30,15,75,30,2,0.0001,1.363
30,15,75,30,3,0.0001,1.358
30,15,75,30,4,0.0001,1.35
30,15,75,30,8,0.0001,1.321
30,15,75,30,12,0.0001,1.254
30,15,75,30,16,0.0001,1.266
30,15,75,30,20,0.0001,1.25
30,15,75,30,24,0.0001,1.246
30,15,75,60,0,0.0001,1.386
30,15,75,60,1,0.0001,1.363
30,15,75,60,2,0.0001,1.349
30,15,75,60,3,0.0001,1.332
30,15,75,60,4,0.0001,1.318
30,15,75,60,8,0.0001,1.263
30,15,75,60,12,0.0001,1.233
30,15,75,60,16,0.0001,1.233
30,15,75,60,20,0.0001,1.218
30,15,75,60,24,0.0001,1.215
30,20,75,10,0,0.0001,1.643
30,20,75,10,1,0.0001,1.639
30,20,75,10,2,0.0001,1.636
30,20,75,10,3,0.0001,1.634
30,20,75,10,4,0.0001,1.511
30,20,75,10,8,0.0001,1.505
30,20,75,10,12,0.0001,1.576
30,20,75,10,16,0.0001,1.564
30,20,75,10,20,0.0001,1.555
30,20,75,10,24,0.0001,1.547
30,20,75,30,0,0.0001,1.643
30,20,75,30,1,0.0001,1.633
30,20,75,30,2,0.0001,1.629
30,20,75,30,3,0.0001,1.503
30,20,75,30,4,0.0001,1.577
30,20,75,30,8,0.0001,1.547
30,20,75,30,12,0.0001,1.586
30,20,75,30,16,0.0001,1.492
30,20,75,30,20,0.0001,1.476
30,20,75,30,24,0.0001,1.472
30,20,75,60,0,0.0001,1.643
30,20,75,60,1,0.0001,1.507
30,20,75,60,2,0.0001,1.576
30,20,75,60,3,0.0001,1.558
30,20,75,60,4,0.0001,1.544
30,20,75,60,8,0.0001,1.489
30,20,75,60,12,0.0001,1.459
30,20,75,60,16,0.0001,1.383
30,20,75,60,20,0.0001,1.444
30,20,75,60,24,0.0001,1.441
15,0,90,10,0,0.0001,0.214
15,0,90,10,1,0.0001,0.214
15,0,90,10,2,0.0001,0.214
15,0,90,10,3,0.0001,0.214
15,0,90,10,4,0.0001,0.214
15,0,90,10,8,0.0001,0.214
15,0,90,10,12,0.0001,0.211
15,0,90,10,16,0.0001,0.203
15,0,90,10,20,0.0001,0.199
15,0,90,10,24,0.0001,0.195
15,0,90,30,0,0.0001,0.214
15,0,90,30,1,0.0001,0.214
15,0,90,30,2,0.0001,0.214
15,0,90,30,3,0.0001,0.214
15,0,90,30,4,0.0001,0.213
15,0,90,30,8,0.0001,0.196
15,0,90,30,12,0.0001,0.184
15,0,90,30,16,0.0001,0.174
15,0,90,30,20,0.0001,0.164
15,0,90,30,24,0.0001,0.175
15,0,90,60,0,0.0001,0.214
15,0,90,60,1,0.0001,0.214
15,0,90,60,2,0.0001,0.213
15,0,90,60,3,0.0001,0.203
15,0,90,60,4,0.0001,0.197
15,0,90,60,8,0.0001,0.175
15,0,90,60,12,0.0001,0.165
15,0,90,60,16,0.0001,0.167
15,0,90,60,20,0.0001,0.167
15,0,90,60,24,0.0001,0.167
15,5,90,10,0,0.0001,0.469
15,5,90,10,1,0.0001,0.466
15,5,90,10,2,0.0001,0.464
15,5,90,10,3,0.0001,0.462
15,5,90,10,4,0.0001,0.461
15,5,90,10,8,0.0001,0.459
15,5,90,10,12,0.0001,0.454
15,5,90,10,16,0.0001,0.45
15,5,90,10,20,0.0001,0.447
15,5,90,10,24,0.0001,0.445
15,5,90,30,0,0.0001,0.469
15,5,90,30,1,0.0001,0.462
15,5,90,30,2,0.0001,0.46
15,5,90,30,3,0.0001,0.458
15,5,90,30,4,0.0001,0.456
15,5,90,30,8,0.0001,0.446
15,5,90,30,12,0.0001,0.439
15,5,90,30,16,0.0001,0.431
15,5,90,30,20,0.0001,0.425
15,5,90,30,24,0.0001,0.419
15,5,90,60,0,0.0001,0.469
15,5,90,60,1,0.0001,0.46
15,5,90,60,2,0.0001,0.456
15,5,90,60,3,0.0001,0.45
15,5,90,60,4,0.0001,0.446
15,5,90,60,8,0.0001,0.432
15,5,90,60,12,0.0001,0.42
15,5,90,60,16,0.0001,0.409
15,5,90,60,20,0.0001,0.405
15,5,90,60,24,0.0001,0.405
15,10,90,10,0,0.0001,0.671
15,10,90,10,1,0.0001,0.668
15,10,90,10,2,0.0001,0.666
15,10,90,10,3,0.0001,0.643
15,10,90,10,4,0.0001,0.643
15,10,90,10,8,0.0001,0.659
15,10,90,10,12,0.0001,0.635
15,10,90,10,16,0.0001,0.631
15,10,90,10,20,0.0001,0.644
15,10,90,10,24,0.0001,0.625
15,10,90,30,0,0.0001,0.671
15,10,90,30,1,0.0001,0.643
15,10,90,30,2,0.0001,0.661
15,10,90,30,3,0.0001,0.658
15,10,90,30,4,0.0001,0.634
15,10,90,30,8,0.0001,0.643
15,10,90,30,12,0.0001,0.619
15,10,90,30,16,0.0001,0.611
15,10,90,30,20,0.0001,0.605
15,10,90,30,24,0.0001,0.599
15,10,90,60,0,0.0001,0.671
15,10,90,60,1,0.0001,0.66
15,10,90,60,2,0.0001,0.634
15,10,90,60,3,0.0001,0.63
15,10,90,60,4,0.0001,0.626
15,10,90,60,8,0.0001,0.626
15,10,90,60,12,0.0001,0.599
15,10,90,60,16,0.0001,0.59
15,10,90,60,20,0.0001,0.586
15,10,90,60,24,0.0001,0.585
15,15,90,10,0,0.0001,0.857
15,15,90,10,1,0.0001,0.856
15,15,90,10,2,0.0001,0.854
15,15,90,10,3,0.0001,0.853
15,15,90,10,4,0.0001,0.852
15,15,90,10,8,0.0001,0.85
15,15,90,10,12,0.0001,0.847
15,15,90,10,16,0.0001,0.844
15,15,90,10,20,0.0001,0.841
15,15,90,10,24,0.0001,0.84
15,15,90,30,0,0.0001,0.857
15,15,90,30,1,0.0001,0.853
15,15,90,30,2,0.0001,0.851
15,15,90,30,3,0.0001,0.844
15,15,90,30,4,0.0001,0.841
15,15,90,30,8,0.0001,0.84
15,15,90,30,12,0.0001,0.835
15,15,90,30,16,0.0001,0.83
15,15,90,30,20,0.0001,0.825
15,15,90,30,24,0.0001,0.821
15,15,90,60,0,0.0001,0.857
15,15,90,60,1,0.0001,0.851
15,15,90,60,2,0.0001,0.841
15,15,90,60,3,0.0001,0.843
15,15,90,60,4,0.0001,0.84
15,15,90,60,8,0.0001,0.786
15,15,90,60,12,0.0001,0.821
15,15,90,60,16,0.0001,0.812
15,15,90,60,20,0.0001,0.808
15,15,90,60,24,0.0001,0.808
15,20,90,10,0,0.0001,1.023
15,20,90,10,1,0.0001,1.021
15,20,90,10,2,0.0001,1.02
15,20,90,10,3,0.0001,1.018
15,20,90,10,4,0.0001,1.017
15,20,90,10,8,0.0001,1.015
15,20,90,10,12,0.0001,1.012
15,20,90,10,16,0.0001,1.009
15,20,90,10,20,0.0001,1.007
15,20,90,10,24,0.0001,1.005
15,20,90,30,0,0.0001,1.023
15,20,90,30,1,0.0001,1.018
15,20,90,30,2,0.0001,1.016
15,20,90,30,3,0.0001,1.015
15,20,90,30,4,0.0001,1.013
15,20,90,30,8,0.0001,1.006
15,20,90,30,12,0.0001,1.001
15,20,90,30,16,0.0001,0.995
15,20,90,30,20,0.0001,0.99
15,20,90,30,24,0.0001,0.986
15,20,90,60,0,0.0001,1.023
15,20,90,60,1,0.0001,1.016
15,20,90,60,2,0.0001,1.013
15,20,90,60,3,0.0001,1.009
15,20,90,60,4,0.0001,1.006
15,20,90,60,8,0.0001,0.995
15,20,90,60,12,0.0001,0.986
15,20,90,60,16,0.0001,0.979
15,20,90,60,20,0.0001,0.974
15,20,90,60,24,0.0001,0.973
20,0,90,10,0,0.0001,0.287
20,0,90,10,1,0.0001,0.287
20,0,90,10,2,0.0001,0.287
20,0,90,10,3,0.0001,0.287
20,0,90,10,4,0.0001,0.287
20,0,90,10,8,0.0001,0.287
20,0,90,10,12,0.0001,0.282
20,0,90,10,16,0.0001,0.273
20,0,90,10,20,0.0001,0.266
20,0,90,10,24,0.0001,0.261
20,0,90,30,0,0.0001,0.287
20,0,90,30,1,0.0001,0.287
20,0,90,30,2,0.0001,0.287
20,0,90,30,3,0.0001,0.287
20,0,90,30,4,0.0001,0.285
20,0,90,30,8,0.0001,0.263
20,0,90,30,12,0.0001,0.247
20,0,90,30,16,0.0001,0.234
20,0,90,30,20,0.0001,0.22
20,0,90,30,24,0.0001,0.235
20,0,90,60,0,0.0001,0.287
20,0,90,60,1,0.0001,0.287
20,0,90,60,2,0.0001,0.285
20,0,90,60,3,0.0001,0.272
20,0,90,60,4,0.0001,0.263
20,0,90,60,8,0.0001,0.235
20,0,90,60,12,0.0001,0.221
20,0,90,60,16,0.0001,0.223
20,0,90,60,20,0.0001,0.222
20,0,90,60,24,0.0001,0.223
20,5,90,10,0,0.0001,0.569
20,5,90,10,1,0.0001,0.566
20,5,90,10,2,0.0001,0.563
20,5,90,10,3,0.0001,0.561
20,5,90,10,4,0.0001,0.56
20,5,90,10,8,0.0001,0.556
20,5,90,10,12,0.0001,0.55
20,5,90,10,16,0.0001,0.545
20,5,90,10,20,0.0001,0.541
20,5,90,10,24,0.0001,0.538
20,5,90,30,0,0.0001,0.569
20,5,90,30,1,0.0001,0.561
20,5,90,30,2,0.0001,0.558
20,5,90,30,3,0.0001,0.556
20,5,90,30,4,0.0001,0.552
20,5,90,30,8,0.0001,0.539
20,5,90,30,12,0.0001,0.53
20,5,90,30,16,0.0001,0.518
20,5,90,30,20,0.0001,0.508
20,5,90,30,24,0.0001,0.5
20,5,90,60,0,0.0001,0.569
20,5,90,60,1,0.0001,0.558
20,5,90,60,2,0.0001,0.552
20,5,90,60,3,0.0001,0.544
20,5,90,60,4,0.0001,0.539
20,5,90,60,8,0.0001,0.519
20,5,90,60,12,0.0001,0.5
20,5,90,60,16,0.0001,0.486
20,5,90,60,20,0.0001,0.481
20,5,90,60,24,0.0001,0.48
20,10,90,10,0,0.0001,0.77
20,10,90,10,1,0.0001,0.766
20,10,90,10,2,0.0001,0.763
20,10,90,10,3,0.0001,0.761
