Friction_Angle,Cohesion,Slope_Angle,Rainfall_Intensity,Rainfall_Duration,Permeability,FOS
15,15,75,10,3,0.001,0.983
15,15,75,10,4,0.001,0.982
15,15,75,10,8,0.001,0.98
15,15,75,10,12,0.001,0.976
15,15,75,10,16,0.001,0.973
15,15,75,10,20,0.001,0.971
15,15,75,10,24,0.001,0.969
15,15,75,30,0,0.001,0.994
15,15,75,30,1,0.001,0.983
15,15,75,30,2,0.001,0.981
15,15,75,30,3,0.001,0.979
15,15,75,30,4,0.001,0.975
15,15,75,30,8,0.001,0.97
15,15,75,30,12,0.001,0.963
15,15,75,30,16,0.001,0.961
15,15,75,30,20,0.001,0.96
15,15,75,30,24,0.001,0.96
15,15,75,60,0,0.001,0.994
15,15,75,60,1,0.001,0.98
15,15,75,60,2,0.001,0.975
15,15,75,60,3,0.001,0.973
15,15,75,60,4,0.001,0.969
15,15,75,60,8,0.001,0.96
15,15,75,60,12,0.001,0.956
15,15,75,60,16,0.001,0.956
15,15,75,60,20,0.001,0.956
15,15,75,60,24,0.001,0.956
15,20,75,10,0,0.001,1.179
15,20,75,10,1,0.001,1.177
15,20,75,10,2,0.001,1.176
15,20,75,10,3,0.001,1.175
15,20,75,10,4,0.001,1.174
15,20,75,10,8,0.001,1.171
15,20,75,10,12,0.001,1.167
15,20,75,10,16,0.001,1.165
15,20,75,10,20,0.001,1.163
15,20,75,10,24,0.001,1.16
15,20,75,30,0,0.001,1.179
15,20,75,30,1,0.001,1.175
15,20,75,30,2,0.001,1.172
15,20,75,30,3,0.001,1.17
15,20,75,30,4,0.001,1.168
15,20,75,30,8,0.001,1.161
15,20,75,30,12,0.001,1.164
15,20,75,30,16,0.001,1.152
15,20,75,30,20,0.001,1.152
15,20,75,30,24,0.001,1.152
15,20,75,60,0,0.001,1.179
15,20,75,60,1,0.001,1.183
15,20,75,60,2,0.001,1.168
15,20,75,60,3,0.001,1.164
15,20,75,60,4,0.001,1.161
15,20,75,60,8,0.001,1.15
15,20,75,60,12,0.001,1.148
15,20,75,60,16,0.001,1.148
15,20,75,60,20,0.001,1.148
15,20,75,60,24,0.001,1.148
20,0,75,10,0,0.001,0.395
20,0,75,10,1,0.001,0.389
20,0,75,10,2,0.001,0.384
20,0,75,10,3,0.001,0.381
20,0,75,10,4,0.001,0.378
20,0,75,10,8,0.001,0.362
20,0,75,10,12,0.001,0.344
20,0,75,10,16,0.001,0.331
20,0,75,10,20,0.001,0.321
20,0,75,10,24,0.001,0.314
20,0,75,30,0,0.001,0.395
20,0,75,30,1,0.001,0.381
20,0,75,30,2,0.001,0.371
20,0,75,30,3,0.001,0.36
20,0,75,30,4,0.001,0.347
20,0,75,30,8,0.001,0.307
20,0,75,30,12,0.001,0.299
20,0,75,30,16,0.001,0.298
20,0,75,30,20,0.001,0.298
20,0,75,30,24,0.001,0.298
20,0,75,60,0,0.001,0.395
20,0,75,60,1,0.001,0.37
20,0,75,60,2,0.001,0.347
20,0,75,60,3,0.001,0.323
20,0,75,60,4,0.001,0.301
20,0,75,60,8,0.001,0.289
20,0,75,60,12,0.001,0.289
20,0,75,60,16,0.001,0.289
20,0,75,60,20,0.001,0.289
20,0,75,60,24,0.001,0.289
20,5,75,10,0,0.001,0.675
20,5,75,10,1,0.001,0.671
20,5,75,10,2,0.001,0.669
20,5,75,10,3,0.001,0.667
20,5,75,10,4,0.001,0.665
20,5,75,10,8,0.001,0.658
20,5,75,10,12,0.001,0.651
20,5,75,10,16,0.001,0.645
20,5,75,10,20,0.001,0.638
20,5,75,10,24,0.001,0.632
20,5,75,30,0,0.001,0.675
20,5,75,30,1,0.001,0.667
20,5,75,30,2,0.001,0.662
20,5,75,30,3,0.001,0.657
20,5,75,30,4,0.001,0.652
20,5,75,30,8,0.001,0.635
20,5,75,30,12,0.001,0.618
20,5,75,30,16,0.001,0.613
20,5,75,30,20,0.001,0.613
20,5,75,30,24,0.001,0.613
20,5,75,60,0,0.001,0.675
20,5,75,60,1,0.001,0.661
20,5,75,60,2,0.001,0.652
20,5,75,60,3,0.001,0.643
20,5,75,60,4,0.001,0.635
20,5,75,60,8,0.001,0.608
20,5,75,60,12,0.001,0.606
20,5,75,60,16,0.001,0.606
20,5,75,60,20,0.001,0.606
20,5,75,60,24,0.001,0.606
20,10,75,10,0,0.001,0.896
20,10,75,10,1,0.001,0.892
20,10,75,10,2,0.001,0.89
20,10,75,10,3,0.001,0.887
20,10,75,10,4,0.001,0.886
20,10,75,10,8,0.001,0.879
20,10,75,10,12,0.001,0.871
20,10,75,10,16,0.001,0.865
20,10,75,10,20,0.001,0.858
20,10,75,10,24,0.001,0.852
20,10,75,30,0,0.001,0.896
20,10,75,30,1,0.001,0.887
20,10,75,30,2,0.001,0.883
20,10,75,30,3,0.001,0.878
20,10,75,30,4,0.001,0.872
20,10,75,30,8,0.001,0.855
20,10,75,30,12,0.001,0.838
20,10,75,30,16,0.001,0.832
20,10,75,30,20,0.001,0.832
20,10,75,30,24,0.001,0.824
20,10,75,60,0,0.001,0.896
20,10,75,60,1,0.001,0.882
20,10,75,60,2,0.001,0.872
20,10,75,60,3,0.001,0.864
20,10,75,60,4,0.001,0.855
20,10,75,60,8,0.001,0.828
20,10,75,60,12,0.001,0.825
20,10,75,60,16,0.001,0.825
20,10,75,60,20,0.001,0.825
20,10,75,60,24,0.001,0.825
20,15,75,10,0,0.001,1.134
20,15,75,10,1,0.001,1.132
20,15,75,10,2,0.001,1.13
20,15,75,10,3,0.001,1.129
20,15,75,10,4,0.001,1.128
20,15,75,10,8,0.001,1.045
20,15,75,10,12,0.001,1.04
20,15,75,10,16,0.001,1.035
20,15,75,10,20,0.001,1.079
20,15,75,10,24,0.001,1.072
20,15,75,30,0,0.001,1.134
20,15,75,30,1,0.001,1.129
20,15,75,30,2,0.001,1.126
20,15,75,30,3,0.001,1.044
20,15,75,30,4,0.001,1.041
20,15,75,30,8,0.001,1.029
20,15,75,30,12,0.001,1.017
20,15,75,30,16,0.001,1.011
20,15,75,30,20,0.001,1.011
20,15,75,30,24,0.001,1.011
20,15,75,60,0,0.001,1.134
20,15,75,60,1,0.001,1.126
20,15,75,60,2,0.001,1.041
20,15,75,60,3,0.001,1.034
20,15,75,60,4,0.001,1.023
20,15,75,60,8,0.001,1.008
20,15,75,60,12,0.001,1.005
20,15,75,60,16,0.001,1.005
20,15,75,60,20,0.001,1.005
20,15,75,60,24,0.001,1.005
20,20,75,10,0,0.001,1.325
20,20,75,10,1,0.001,1.323
20,20,75,10,2,0.001,1.321
20,20,75,10,3,0.001,1.32
20,20,75,10,4,0.001,1.319
20,20,75,10,8,0.001,1.315
20,20,75,10,12,0.001,1.31
20,20,75,10,16,0.001,1.307
20,20,75,10,20,0.001,1.304
20,20,75,10,24,0.001,1.301
20,20,75,30,0,0.001,1.325
20,20,75,30,1,0.001,1.324
20,20,75,30,2,0.001,1.323
20,20,75,30,3,0.001,1.322
20,20,75,30,4,0.001,1.306
20,20,75,30,8,0.001,1.302
20,20,75,30,12,0.001,1.299
20,20,75,30,16,0.001,1.29
20,20,75,30,20,0.001,1.289
20,20,75,30,24,0.001,1.289
20,20,75,60,0,0.001,1.325
20,20,75,60,1,0.001,1.325
20,20,75,60,2,0.001,1.311
20,20,75,60,3,0.001,1.306
20,20,75,60,4,0.001,1.302
20,20,75,60,8,0.001,1.29
20,20,75,60,12,0.001,1.289
20,20,75,60,16,0.001,1.289
20,20,75,60,20,0.001,1.289
20,20,75,60,24,0.001,1.289
25,0,75,10,0,0.001,0.58
25,0,75,10,1,0.001,0.492
25,0,75,10,2,0.001,0.486
25,0,75,10,3,0.001,0.482
25,0,75,10,4,0.001,0.478
25,0,75,10,8,0.001,0.459
25,0,75,10,12,0.001,0.437
25,0,75,10,16,0.001,0.421
25,0,75,10,20,0.001,0.407
25,0,75,10,24,0.001,0.4
25,0,75,30,0,0.001,0.58
25,0,75,30,1,0.001,0.482
25,0,75,30,2,0.001,0.47
25,0,75,30,3,0.001,0.456
25,0,75,30,4,0.001,0.44
25,0,75,30,8,0.001,0.389
25,0,75,30,12,0.001,0.381
25,0,75,30,16,0.001,0.38
25,0,75,30,20,0.001,0.38
25,0,75,30,24,0.001,0.38
25,0,75,60,0,0.001,0.58
25,0,75,60,1,0.001,0.469
25,0,75,60,2,0.001,0.44
25,0,75,60,3,0.001,0.409
25,0,75,60,4,0.001,0.382
25,0,75,60,8,0.001,0.366
25,0,75,60,12,0.001,0.366
25,0,75,60,16,0.001,0.366
25,0,75,60,20,0.001,0.366
25,0,75,60,24,0.001,0.366
25,5,75,10,0,0.001,0.799
25,5,75,10,1,0.001,0.794
25,5,75,10,2,0.001,0.791
25,5,75,10,3,0.001,0.788
25,5,75,10,4,0.001,0.786
25,5,75,10,8,0.001,0.778
25,5,75,10,12,0.001,0.769
25,5,75,10,16,0.001,0.761
25,5,75,10,20,0.001,0.753
25,5,75,10,24,0.001,0.73
25,5,75,30,0,0.001,0.799
25,5,75,30,1,0.001,0.788
25,5,75,30,2,0.001,0.783
25,5,75,30,3,0.001,0.776
25,5,75,30,4,0.001,0.77
25,5,75,30,8,0.001,0.729
25,5,75,30,12,0.001,0.706
25,5,75,30,16,0.001,0.706
25,5,75,30,20,0.001,0.706
25,5,75,30,24,0.001,0.706
25,5,75,60,0,0.001,0.799
25,5,75,60,1,0.001,0.782
25,5,75,60,2,0.001,0.77
25,5,75,60,3,0.001,0.76
25,5,75,60,4,0.001,0.725
25,5,75,60,8,0.001,0.693
25,5,75,60,12,0.001,0.693
25,5,75,60,16,0.001,0.693
25,5,75,60,20,0.001,0.693
25,5,75,60,24,0.001,0.693
25,10,75,10,0,0.001,1.019
25,10,75,10,1,0.001,1.015
25,10,75,10,2,0.001,1.011
25,10,75,10,3,0.001,1.009
25,10,75,10,4,0.001,1.006
25,10,75,10,8,0.001,0.998
25,10,75,10,12,0.001,0.989
25,10,75,10,16,0.001,0.981
25,10,75,10,20,0.001,0.873
25,10,75,10,24,0.001,0.965
25,10,75,30,0,0.001,1.019
25,10,75,30,1,0.001,1.009
25,10,75,30,2,0.001,1.003
25,10,75,30,3,0.001,0.997
25,10,75,30,4,0.001,0.99
25,10,75,30,8,0.001,0.968
25,10,75,30,12,0.001,0.947
25,10,75,30,16,0.001,0.941
25,10,75,30,20,0.001,0.941
25,10,75,30,24,0.001,0.941
25,10,75,60,0,0.001,1.019
25,10,75,60,1,0.001,1.002
25,10,75,60,2,0.001,0.99
25,10,75,60,3,0.001,0.979
25,10,75,60,4,0.001,0.968
25,10,75,60,8,0.001,0.933
25,10,75,60,12,0.001,0.932
25,10,75,60,16,0.001,0.932
25,10,75,60,20,0.001,0.932
25,10,75,60,24,0.001,0.932
25,15,75,10,0,0.001,1.24
25,15,75,10,1,0.001,1.287
25,15,75,10,2,0.001,1.232
25,15,75,10,3,0.001,1.23
25,15,75,10,4,0.001,1.227
25,15,75,10,8,0.001,1.218
25,15,75,10,12,0.001,1.209
25,15,75,10,16,0.001,1.202
25,15,75,10,20,0.001,1.193
25,15,75,10,24,0.001,1.185
25,15,75,30,0,0.001,1.24
25,15,75,30,1,0.001,1.229
25,15,75,30,2,0.001,1.223
25,15,75,30,3,0.001,1.217
25,15,75,30,4,0.001,1.211
25,15,75,30,8,0.001,1.195
25,15,75,30,12,0.001,1.163
25,15,75,30,16,0.001,1.161
25,15,75,30,20,0.001,1.161
25,15,75,30,24,0.001,1.161
25,15,75,60,0,0.001,1.24
25,15,75,60,1,0.001,1.223
25,15,75,60,2,0.001,1.21
25,15,75,60,3,0.001,1.2
25,15,75,60,4,0.001,1.159
25,15,75,60,8,0.001,1.155
25,15,75,60,12,0.001,1.153
25,15,75,60,16,0.001,1.153
25,15,75,60,20,0.001,1.153
25,15,75,60,24,0.001,1.153
25,20,75,10,0,0.001,1.461
25,20,75,10,1,0.001,1.477
25,20,75,10,2,0.001,1.475
25,20,75,10,3,0.001,1.473
25,20,75,10,4,0.001,1.472
25,20,75,10,8,0.001,1.467
25,20,75,10,12,0.001,1.459
25,20,75,10,16,0.001,1.458
25,20,75,10,20,0.001,1.456
25,20,75,10,24,0.001,1.452
25,20,75,30,0,0.001,1.461
25,20,75,30,1,0.001,1.473
25,20,75,30,2,0.001,1.47
25,20,75,30,3,0.001,1.466
25,20,75,30,4,0.001,1.462
25,20,75,30,8,0.001,1.454
25,20,75,30,12,0.001,1.443
25,20,75,30,16,0.001,1.326
25,20,75,30,20,0.001,1.325
25,20,75,30,24,0.001,1.325
25,20,75,60,0,0.001,1.461
25,20,75,60,1,0.001,1.474
25,20,75,60,2,0.001,1.462
25,20,75,60,3,0.001,1.454
25,20,75,60,4,0.001,1.447
25,20,75,60,8,0.001,1.433
25,20,75,60,12,0.001,1.373
25,20,75,60,16,0.001,1.373
25,20,75,60,20,0.001,1.373
25,20,75,60,24,0.001,1.373
30,0,75,10,0,0.001,0.714
30,0,75,10,1,0.001,0.694
30,0,75,10,2,0.001,0.597
30,0,75,10,3,0.001,0.591
30,0,75,10,4,0.001,0.587
30,0,75,10,8,0.001,0.563
30,0,75,10,12,0.001,0.537
30,0,75,10,16,0.001,0.521
30,0,75,10,20,0.001,0.501
30,0,75,10,24,0.001,0.492
30,0,75,30,0,0.001,0.714
30,0,75,30,1,0.001,0.591
30,0,75,30,2,0.001,0.577
30,0,75,30,3,0.001,0.56
30,0,75,30,4,0.001,0.541
30,0,75,30,8,0.001,0.479
30,0,75,30,12,0.001,0.469
30,0,75,30,16,0.001,0.468
30,0,75,30,20,0.001,0.468
30,0,75,30,24,0.001,0.468
30,0,75,60,0,0.001,0.714
30,0,75,60,1,0.001,0.576
30,0,75,60,2,0.001,0.54
30,0,75,60,3,0.001,0.502
30,0,75,60,4,0.001,0.47
30,0,75,60,8,0.001,0.45
30,0,75,60,12,0.001,0.45
30,0,75,60,16,0.001,0.45
30,0,75,60,20,0.001,0.45
30,0,75,60,24,0.001,0.45
30,5,75,10,0,0.001,0.933
30,5,75,10,1,0.001,0.927
30,5,75,10,2,0.001,0.923
30,5,75,10,3,0.001,0.92
30,5,75,10,4,0.001,0.918
30,5,75,10,8,0.001,0.907
30,5,75,10,12,0.001,0.897
30,5,75,10,16,0.001,0.858
30,5,75,10,20,0.001,0.83
30,5,75,10,24,0.001,0.825
30,5,75,30,0,0.001,0.933
30,5,75,30,1,0.001,0.92
30,5,75,30,2,0.001,0.913
30,5,75,30,3,0.001,0.903
30,5,75,30,4,0.001,0.893
30,5,75,30,8,0.001,0.856
30,5,75,30,12,0.001,0.794
30,5,75,30,16,0.001,0.794
30,5,75,30,20,0.001,0.794
30,5,75,30,24,0.001,0.794
30,5,75,60,0,0.001,0.933
30,5,75,60,1,0.001,0.913
30,5,75,60,2,0.001,0.892
30,5,75,60,3,0.001,0.834
30,5,75,60,4,0.001,0.814
30,5,75,60,8,0.001,0.777
30,5,75,60,12,0.001,0.777
30,5,75,60,16,0.001,0.777
30,5,75,60,20,0.001,0.777
30,5,75,60,24,0.001,0.777
30,10,75,10,0,0.001,1.245
30,10,75,10,1,0.001,1.147
30,10,75,10,2,0.001,1.143
30,10,75,10,3,0.001,1.14
30,10,75,10,4,0.001,1.138
30,10,75,10,8,0.001,1.127
30,10,75,10,12,0.001,1.116
30,10,75,10,16,0.001,1.107
30,10,75,10,20,0.001,1.097
30,10,75,10,24,0.001,1.087
30,10,75,30,0,0.001,1.245
30,10,75,30,1,0.001,1.14
30,10,75,30,2,0.001,1.133
30,10,75,30,3,0.001,1.12
30,10,75,30,4,0.001,1.118
30,10,75,30,8,0.001,1.092
30,10,75,30,12,0.001,1.067
30,10,75,30,16,0.001,1.059
30,10,75,30,20,0.001,1.059
30,10,75,30,24,0.001,1.059
30,10,75,60,0,0.001,1.245
30,10,75,60,1,0.001,1.133
30,10,75,60,2,0.001,1.118
30,10,75,60,3,0.001,1.105
30,10,75,60,4,0.001,1.092
30,10,75,60,8,0.001,1.052
30,10,75,60,12,0.001,1.049
30,10,75,60,16,0.001,1.049
30,10,75,60,20,0.001,1.049
30,10,75,60,24,0.001,1.049
30,15,75,10,0,0.001,1.373
30,15,75,10,1,0.001,1.368
30,15,75,10,2,0.001,1.364
30,15,75,10,3,0.001,1.361
30,15,75,10,4,0.001,1.358
30,15,75,10,8,0.001,1.347
30,15,75,10,12,0.001,1.339
30,15,75,10,16,0.001,1.327
30,15,75,10,20,0.001,1.317
30,15,75,10,24,0.001,1.307
30,15,75,30,0,0.001,1.373
30,15,75,30,1,0.001,1.36
30,15,75,30,2,0.001,1.354
30,15,75,30,3,0.001,1.346
30,15,75,30,4,0.001,1.338
30,15,75,30,8,0.001,1.311
30,15,75,30,12,0.001,1.286
30,15,75,30,16,0.001,1.279
30,15,75,30,20,0.001,1.278
30,15,75,30,24,0.001,1.278
30,15,75,60,0,0.001,1.373
30,15,75,60,1,0.001,1.353
30,15,75,60,2,0.001,1.338
30,15,75,60,3,0.001,1.325
30,15,75,60,4,0.001,1.312
30,15,75,60,8,0.001,1.271
30,15,75,60,12,0.001,1.268
30,15,75,60,16,0.001,1.268
30,15,75,60,20,0.001,1.268
30,15,75,60,24,0.001,1.268
30,20,75,10,0,0.001,1.595
30,20,75,10,1,0.001,1.589
30,20,75,10,2,0.001,1.584
30,20,75,10,3,0.001,1.582
30,20,75,10,4,0.001,1.579
30,20,75,10,8,0.001,1.568
30,20,75,10,12,0.001,1.557
30,20,75,10,16,0.001,1.545
30,20,75,10,20,0.001,1.538
30,20,75,10,24,0.001,1.53
30,20,75,30,0,0.001,1.595
30,20,75,30,1,0.001,1.581
30,20,75,30,2,0.001,1.574
30,20,75,30,3,0.001,1.567
30,20,75,30,4,0.001,1.559
30,20,75,30,8,0.001,1.524
30,20,75,30,12,0.001,1.506
30,20,75,30,16,0.001,1.499
30,20,75,30,20,0.001,1.498
30,20,75,30,24,0.001,1.498
30,20,75,60,0,0.001,1.595
30,20,75,60,1,0.001,1.573
30,20,75,60,2,0.001,1.559
30,20,75,60,3,0.001,1.545
30,20,75,60,4,0.001,1.532
30,20,75,60,8,0.001,1.491
30,20,75,60,12,0.001,1.488
30,20,75,60,16,0.001,1.488
30,20,75,60,20,0.001,1.488
30,20,75,60,24,0.001,1.488
15,0,90,10,0,0.001,0.222
15,0,90,10,1,0.001,0.217
15,0,90,10,2,0.001,0.215
15,0,90,10,3,0.001,0.214
15,0,90,10,4,0.001,0.212
15,0,90,10,8,0.001,0.207
15,0,90,10,12,0.001,0.202
15,0,90,10,16,0.001,0.198
15,0,90,10,20,0.001,0.193
15,0,90,10,24,0.001,0.188
15,0,90,30,0,0.001,0.222
15,0,90,30,1,0.001,0.213
15,0,90,30,2,0.001,0.21
15,0,90,30,3,0.001,0.206
15,0,90,30,4,0.001,0.203
15,0,90,30,8,0.001,0.191
15,0,90,30,12,0.001,0.18
15,0,90,30,16,0.001,0.176
15,0,90,30,20,0.001,0.171
15,0,90,30,24,0.001,0.171
15,0,90,60,0,0.001,0.222
15,0,90,60,1,0.001,0.21
15,0,90,60,2,0.001,0.203
15,0,90,60,3,0.001,0.197
15,0,90,60,4,0.001,0.192
15,0,90,60,8,0.001,0.176
15,0,90,60,12,0.001,0.167
15,0,90,60,16,0.001,0.167
15,0,90,60,20,0.001,0.167
15,0,90,60,24,0.001,0.167
15,5,90,10,0,0.001,0.439
15,5,90,10,1,0.001,0.437
15,5,90,10,2,0.001,0.436
15,5,90,10,3,0.001,0.435
15,5,90,10,4,0.001,0.434
15,5,90,10,8,0.001,0.43
15,5,90,10,12,0.001,0.426
15,5,90,10,16,0.001,0.422
15,5,90,10,20,0.001,0.419
15,5,90,10,24,0.001,0.416
15,5,90,30,0,0.001,0.439
15,5,90,30,1,0.001,0.435
15,5,90,30,2,0.001,0.433
15,5,90,30,3,0.001,0.43
15,5,90,30,4,0.001,0.427
15,5,90,30,8,0.001,0.418
15,5,90,30,12,0.001,0.41
15,5,90,30,16,0.001,0.405
15,5,90,30,20,0.001,0.402
15,5,90,30,24,0.001,0.402
15,5,90,60,0,0.001,0.439
15,5,90,60,1,0.001,0.433
15,5,90,60,2,0.001,0.427
15,5,90,60,3,0.001,0.422
15,5,90,60,4,0.001,0.418
15,5,90,60,8,0.001,0.404
15,5,90,60,12,0.001,0.399
15,5,90,60,16,0.001,0.398
15,5,90,60,20,0.001,0.398
15,5,90,60,24,0.001,0.398
15,10,90,10,0,0.001,0.608
15,10,90,10,1,0.001,0.609
15,10,90,10,2,0.001,0.607
15,10,90,10,3,0.001,0.606
15,10,90,10,4,0.001,0.605
15,10,90,10,8,0.001,0.601
15,10,90,10,12,0.001,0.596
15,10,90,10,16,0.001,0.593
15,10,90,10,20,0.001,0.59
15,10,90,10,24,0.001,0.587
15,10,90,30,0,0.001,0.608
15,10,90,30,1,0.001,0.606
15,10,90,30,2,0.001,0.603
15,10,90,30,3,0.001,0.6
15,10,90,30,4,0.001,0.597
15,10,90,30,8,0.001,0.589
15,10,90,30,12,0.001,0.581
15,10,90,30,16,0.001,0.569
15,10,90,30,20,0.001,0.568
15,10,90,30,24,0.001,0.567
15,10,90,60,0,0.001,0.608
15,10,90,60,1,0.001,0.603
15,10,90,60,2,0.001,0.597
15,10,90,60,3,0.001,0.593
15,10,90,60,4,0.001,0.589
15,10,90,60,8,0.001,0.569
15,10,90,60,12,0.001,0.564
15,10,90,60,16,0.001,0.564
15,10,90,60,20,0.001,0.564
15,10,90,60,24,0.001,0.564
15,15,90,10,0,0.001,0.783
15,15,90,10,1,0.001,0.78
15,15,90,10,2,0.001,0.762
15,15,90,10,3,0.001,0.777
15,15,90,10,4,0.001,0.776
15,15,90,10,8,0.001,0.771
15,15,90,10,12,0.001,0.767
15,15,90,10,16,0.001,0.764
15,15,90,10,20,0.001,0.761
15,15,90,10,24,0.001,0.758
15,15,90,30,0,0.001,0.783
15,15,90,30,1,0.001,0.777
15,15,90,30,2,0.001,0.774
15,15,90,30,3,0.001,0.771
15,15,90,30,4,0.001,0.768
15,15,90,30,8,0.001,0.759
15,15,90,30,12,0.001,0.752
15,15,90,30,16,0.001,0.746
15,15,90,30,20,0.001,0.744
15,15,90,30,24,0.001,0.743
15,15,90,60,0,0.001,0.783
15,15,90,60,1,0.001,0.774
15,15,90,60,2,0.001,0.768
15,15,90,60,3,0.001,0.763
15,15,90,60,4,0.001,0.759
15,15,90,60,8,0.001,0.743
15,15,90,60,12,0.001,0.74
15,15,90,60,16,0.001,0.739
15,15,90,60,20,0.001,0.739
15,15,90,60,24,0.001,0.739
15,20,90,10,0,0.001,0.981
15,20,90,10,1,0.001,0.98
15,20,90,10,2,0.001,0.979
15,20,90,10,3,0.001,0.977
15,20,90,10,4,0.001,0.977
15,20,90,10,8,0.001,0.974
15,20,90,10,12,0.001,0.971
15,20,90,10,16,0.001,0.969
15,20,90,10,20,0.001,0.967
15,20,90,10,24,0.001,0.965
15,20,90,30,0,0.001,0.981
15,20,90,30,1,0.001,0.977
15,20,90,30,2,0.001,0.976
15,20,90,30,3,0.001,0.974
15,20,90,30,4,0.001,0.972
15,20,90,30,8,0.001,0.966
15,20,90,30,12,0.001,0.961
15,20,90,30,16,0.001,0.957
15,20,90,30,20,0.001,0.956
15,20,90,30,24,0.001,0.956
15,20,90,60,0,0.001,0.981
15,20,90,60,1,0.001,0.976
15,20,90,60,2,0.001,0.972
15,20,90,60,3,0.001,0.969
15,20,90,60,4,0.001,0.966
15,20,90,60,8,0.001,0.956
15,20,90,60,12,0.001,0.952
15,20,90,60,16,0.001,0.952
15,20,90,60,20,0.001,0.952
15,20,90,60,24,0.001,0.952
20,0,90,10,0,0.001,0.3
20,0,90,10,1,0.001,0.293
20,0,90,10,2,0.001,0.29
20,0,90,10,3,0.001,0.288
20,0,90,10,4,0.001,0.287
20,0,90,10,8,0.001,0.279
20,0,90,10,12,0.001,0.272
20,0,90,10,16,0.001,0.267
20,0,90,10,20,0.001,0.261
20,0,90,10,24,0.001,0.255
20,0,90,30,0,0.001,0.3
20,0,90,30,1,0.001,0.289
20,0,90,30,2,0.001,0.283
20,0,90,30,3,0.001,0.279
20,0,90,30,4,0.001,0.274
20,0,90,30,8,0.001,0.258
20,0,90,30,12,0.001,0.243
20,0,90,30,16,0.001,0.231
20,0,90,30,20,0.001,0.232
20,0,90,30,24,0.001,0.231
20,0,90,60,0,0.001,0.3
20,0,90,60,1,0.001,0.284
20,0,90,60,2,0.001,0.274
20,0,90,60,3,0.001,0.266
20,0,90,60,4,0.001,0.259
20,0,90,60,8,0.001,0.238
20,0,90,60,12,0.001,0.226
20,0,90,60,16,0.001,0.225
20,0,90,60,20,0.001,0.225
20,0,90,60,24,0.001,0.225
20,5,90,10,0,0.001,0.538
20,5,90,10,1,0.001,0.534
20,5,90,10,2,0.001,0.532
20,5,90,10,3,0.001,0.53
20,5,90,10,4,0.001,0.528
20,5,90,10,8,0.001,0.522
20,5,90,10,12,0.001,0.517
20,5,90,10,16,0.001,0.512
20,5,90,10,20,0.001,0.508
20,5,90,10,24,0.001,0.504
20,5,90,30,0,0.001,0.538
20,5,90,30,1,0.001,0.53
20,5,90,30,2,0.001,0.526
20,5,90,30,3,0.001,0.522
20,5,90,30,4,0.001,0.518
20,5,90,30,8,0.001,0.506
20,5,90,30,12,0.001,0.496
20,5,90,30,16,0.001,0.489
20,5,90,30,20,0.001,0.486
20,5,90,30,24,0.001,0.485
20,5,90,60,0,0.001,0.538
20,5,90,60,1,0.001,0.526
20,5,90,60,2,0.001,0.518
20,5,90,60,3,0.001,0.512
20,5,90,60,4,0.001,0.507
20,5,90,60,8,0.001,0.488
20,5,90,60,12,0.001,0.48
20,5,90,60,16,0.001,0.48
20,5,90,60,20,0.001,0.435
20,5,90,60,24,0.001,0.435
20,10,90,10,0,0.001,0.698
20,10,90,10,1,0.001,0.695
20,10,90,10,2,0.001,0.693
20,10,90,10,3,0.001,0.692
20,10,90,10,4,0.001,0.691
20,10,90,10,8,0.001,0.686
20,10,90,10,12,0.001,0.682
20,10,90,10,16,0.001,0.678
20,10,90,10,20,0.001,0.675
20,10,90,10,24,0.001,0.671
20,10,90,30,0,0.001,0.698
20,10,90,30,1,0.001,0.692
20,10,90,30,2,0.001,0.689
20,10,90,30,3,0.001,0.686
20,10,90,30,4,0.001,0.682
20,10,90,30,8,0.001,0.673
20,10,90,30,12,0.001,0.664
20,10,90,30,16,0.001,0.658
20,10,90,30,20,0.001,0.656
20,10,90,30,24,0.001,0.655
20,10,90,60,0,0.001,0.698
20,10,90,60,1,0.001,0.689
20,10,90,60,2,0.001,0.682
20,10,90,60,3,0.001,0.677
20,10,90,60,4,0.001,0.673
20,10,90,60,8,0.001,0.657
20,10,90,60,12,0.001,0.651
20,10,90,60,16,0.001,0.65
20,10,90,60,20,0.001,0.65
20,10,90,60,24,0.001,0.65
20,15,90,10,0,0.001,0.878
20,15,90,10,1,0.001,0.941
20,15,90,10,2,0.001,0.872
20,15,90,10,3,0.001,0.871
20,15,90,10,4,0.001,0.869
20,15,90,10,8,0.001,0.863
20,15,90,10,12,0.001,0.857
20,15,90,10,16,0.001,0.853
20,15,90,10,20,0.001,0.849
20,15,90,10,24,0.001,0.845
20,15,90,30,0,0.001,0.878
20,15,90,30,1,0.001,0.871
20,15,90,30,2,0.001,0.867
20,15,90,30,3,0.001,0.863
20,15,90,30,4,0.001,0.858
20,15,90,30,8,0.001,0.847
20,15,90,30,12,0.001,0.837
20,15,90,30,16,0.001,0.829
20,15,90,30,20,0.001,0.826
20,15,90,30,24,0.001,0.825
20,15,90,60,0,0.001,0.878
20,15,90,60,1,0.001,0.867
20,15,90,60,2,0.001,0.859
20,15,90,60,3,0.001,0.852
20,15,90,60,4,0.001,0.847
20,15,90,60,8,0.001,0.829
20,15,90,60,12,0.001,0.821
